,Host Since,Country,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,Price,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Number of Reviews,Entire home/apt,Private room,Shared room,Airbed,Couch,Futon,Pull-out Sofa,Real Bed,Day,Month
3711,2011-09-08,Canada,45.53262967548563,-73.56233855166649,2.0,1.0,0.0,1.0,78.0,0.0,2.0,10.0,30.0,365.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,9
3712,2015-09-21,Canada,45.510473563940025,-73.55144840614089,5.0,1.0,2.0,2.0,109.0,69.0,2.0,27.0,2.0,1125.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9
3713,2014-02-14,Canada,45.49742995025611,-73.55619883146692,2.0,1.0,1.0,1.0,140.0,75.0,2.0,10.0,2.0,1125.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,2
3714,2015-01-21,Canada,45.519621406096284,-73.55289548261413,4.0,1.5,1.0,2.0,66.0,10.0,1.0,20.0,1.0,24.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1
3715,2014-09-15,Canada,45.48993764631867,-73.58435165585908,6.0,1.0,2.0,3.0,129.0,60.0,4.0,20.0,2.0,1125.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9
3716,2015-01-20,Canada,45.52135983709652,-73.55775188630375,2.0,1.0,0.0,1.0,75.0,0.0,2.0,25.0,1.0,1125.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
3718,2011-04-10,Canada,45.49950746358052,-73.56217099300835,2.0,1.0,1.0,1.0,64.0,40.0,1.0,0.0,1.0,1125.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,4
3719,2014-05-07,Canada,45.51742937791324,-73.55392271407749,4.0,1.0,1.0,1.0,65.0,30.0,1.0,0.0,1.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,5
3720,2011-03-27,Canada,45.53491496817113,-73.557095127208,1.0,1.0,1.0,1.0,25.0,0.0,1.0,0.0,1.0,1125.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,3
3721,2015-05-14,Canada,45.51713336046796,-73.56165553655387,4.0,1.0,2.0,2.0,80.0,0.0,1.0,0.0,5.0,1125.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,5
3722,2010-10-17,Canada,45.48995433878094,-73.58228737640671,2.0,1.0,1.0,1.0,100.0,0.0,2.0,0.0,4.0,5000.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,10
3723,2014-08-23,Canada,45.50692379869667,-73.57142647247046,6.0,1.0,2.0,2.0,90.0,17.0,4.0,25.0,2.0,1125.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,8
3724,2013-03-26,Canada,45.51117905571242,-73.5610986852456,2.0,1.0,1.0,1.0,135.0,70.0,2.0,50.0,2.0,1125.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3
3726,2010-11-19,Canada,45.52628759992543,-73.55386077260388,3.0,1.0,1.0,2.0,46.0,10.0,1.0,10.0,1.0,14.0,179.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,11
3727,2013-10-20,Canada,45.53725542444742,-73.55172608780182,3.0,1.0,1.0,1.0,80.0,50.0,1.0,0.0,4.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,10
3728,2015-09-03,Canada,45.52927206150849,-73.56230525358608,4.0,1.0,2.0,2.0,67.0,104.0,2.0,10.0,7.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,9
3730,2014-01-13,Canada,45.499716495828366,-73.57941157003475,4.0,1.0,2.0,2.0,176.0,75.0,1.0,30.0,1.0,1125.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
3731,2013-08-01,Canada,45.53370152496053,-73.55994311544703,2.0,1.0,1.0,1.0,35.0,0.0,1.0,0.0,1.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,8
3732,2012-10-02,Canada,45.49219833788911,-73.5814008150651,2.0,1.0,1.0,1.0,80.0,30.0,0.0,0.0,2.0,1125.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,10
3734,2015-10-01,Canada,45.52059658950072,-73.55827454661119,2.0,1.0,0.0,1.0,80.0,50.0,1.0,0.0,5.0,1125.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,10
3735,2012-11-25,Canada,45.50224685583666,-73.55584765301845,4.0,0.0,1.0,3.0,84.0,0.0,2.0,10.0,1.0,31.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,11
3736,2012-02-28,Canada,45.52264541218165,-73.55490647374252,2.0,1.0,1.0,1.0,23.0,0.0,0.0,0.0,2.0,1125.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2
3737,2014-03-13,Canada,45.52743721899215,-73.56230275499598,4.0,1.0,2.0,2.0,110.0,0.0,1.0,0.0,2.0,1125.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,3
3738,2015-11-09,Canada,45.4990684895202,-73.56298169289668,2.0,1.0,1.0,1.0,50.0,0.0,1.0,0.0,1.0,1125.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11
3739,2011-11-04,Canada,45.530951424584906,-73.58915540861652,6.0,2.0,3.0,4.0,95.0,50.0,1.0,0.0,7.0,60.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,11
3740,2012-05-14,Canada,45.529984220984126,-73.58234212303526,4.0,1.0,2.0,2.0,149.0,45.0,1.0,0.0,1.0,1125.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,5
3741,2013-09-24,Canada,45.5224019989965,-73.57495482627024,2.0,1.0,1.0,1.0,25.0,10.0,1.0,0.0,1.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,9
3742,2016-01-03,Canada,45.52613234551356,-73.59006777304904,3.0,1.0,1.0,1.0,28.0,0.0,1.0,15.0,2.0,1125.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1
3743,2016-03-27,Canada,45.51490367174491,-73.57059337579335,2.0,1.0,1.0,1.0,40.0,0.0,1.0,10.0,1.0,21.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,3
3747,2012-12-11,Canada,45.52361765897471,-73.57962475154558,6.0,1.0,2.0,3.0,201.0,50.0,4.0,35.0,1.0,1125.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,12
3748,2015-01-18,Canada,45.52112013314561,-73.58756532869496,4.0,1.0,2.0,2.0,100.0,0.0,2.0,20.0,2.0,1125.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,1
3749,2014-11-11,Canada,45.50951072280188,-73.57509599086214,3.0,1.0,1.0,1.0,85.0,15.0,1.0,15.0,1.0,1125.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,11
3754,2014-03-14,Canada,45.52160791719746,-73.57900460456298,2.0,1.0,1.0,1.0,30.0,0.0,2.0,20.0,1.0,1125.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4,3
3758,2013-05-12,Canada,45.5278528871438,-73.56250530078657,3.0,1.0,1.0,2.0,82.0,25.0,1.0,10.0,1.0,28.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,5
3759,2014-04-06,Canada,45.52375072327507,-73.57769532555311,2.0,1.0,1.0,1.0,80.0,50.0,2.0,50.0,1.0,1125.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,4
3765,2010-07-18,Canada,45.51933178135445,-73.58056235151534,2.0,1.0,1.0,1.0,69.0,0.0,1.0,15.0,2.0,1125.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,7
3767,2014-11-02,Canada,45.521368319908746,-73.58622072392444,4.0,1.0,2.0,3.0,150.0,100.0,2.0,0.0,7.0,1125.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,11
3768,2010-07-12,Canada,45.52478312337376,-73.5979383530105,2.0,1.0,1.0,1.0,90.0,40.0,2.0,0.0,4.0,1125.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7
3769,2011-12-06,Canada,45.51658817514269,-73.58175312689502,2.0,0.0,1.0,1.0,75.0,0.0,2.0,15.0,1.0,365.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,12
3770,2011-09-13,Canada,45.52570039844845,-73.59097501813393,4.0,1.0,1.0,2.0,103.0,0.0,1.0,0.0,6.0,1125.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,9
3771,2012-03-14,Canada,45.527862951643215,-73.58669951225212,1.0,1.0,1.0,1.0,50.0,15.0,1.0,0.0,7.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,3
3773,2012-12-10,Canada,45.53196916488049,-73.56936776163225,4.0,1.0,1.0,2.0,100.0,0.0,2.0,20.0,2.0,1125.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,12
3774,2009-11-06,Canada,45.539171333431135,-73.57552447789504,2.0,1.0,1.0,1.0,70.0,40.0,1.0,0.0,2.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,11
3775,2015-06-15,Canada,45.52915512063301,-73.58417774317627,4.0,1.0,2.0,4.0,150.0,80.0,1.0,0.0,3.0,1125.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6
3776,2012-03-25,Canada,45.5221045010566,-73.59922730561746,2.0,1.0,1.0,1.0,70.0,0.0,1.0,0.0,1.0,7.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,3
3777,2010-10-26,Canada,45.527892210426806,-73.57764541486722,4.0,1.0,1.0,1.0,95.0,0.0,1.0,0.0,2.0,1125.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,10
3778,2014-03-17,Canada,45.53915735789092,-73.565410816533,1.0,1.0,1.0,1.0,19.0,7.0,1.0,10.0,1.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,3
3779,2015-01-14,Canada,45.52061736007956,-73.58924267281355,11.0,1.0,5.0,7.0,161.0,80.0,8.0,20.0,3.0,1125.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1
3780,2011-04-25,Canada,45.52094659021611,-73.59063844509542,4.0,1.0,2.0,2.0,150.0,50.0,1.0,0.0,2.0,1125.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4
3782,2011-06-28,Canada,45.53826748807022,-73.56012098078556,2.0,1.0,1.0,2.0,60.0,0.0,1.0,0.0,1.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,6
3784,2015-02-13,Canada,45.53810586455082,-73.58523737803972,2.0,1.0,1.0,1.0,125.0,0.0,1.0,0.0,7.0,1125.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,2
3787,2013-04-15,Canada,45.53883874347527,-73.58195396035413,2.0,1.0,1.0,1.0,30.0,15.0,1.0,10.0,2.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,4
3789,2015-07-15,Canada,45.51915421354178,-73.576986569255,8.0,2.0,5.0,7.0,139.0,80.0,6.0,25.0,1.0,1125.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,7
3790,2014-05-10,Canada,45.52183893521409,-73.58979866566823,2.0,1.0,1.0,1.0,21.0,7.0,1.0,7.0,1.0,1125.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5
3792,2015-08-10,Canada,45.52407717785166,-73.58305940614613,2.0,1.0,1.0,1.0,35.0,0.0,1.0,0.0,2.0,1125.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,8
4202,2014-06-13,Canada,45.48079932038545,-73.57685207789264,4.0,1.5,2.0,2.0,140.0,80.0,1.0,0.0,3.0,1125.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,6
4204,2015-07-07,Canada,45.47818538894574,-73.55576143107366,2.0,1.0,1.0,1.0,30.0,0.0,1.0,7.0,1.0,1125.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,7
4206,2014-05-11,Canada,45.49359107209959,-73.55935576772153,4.0,1.0,1.0,1.0,87.0,0.0,1.0,0.0,1.0,1125.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,5
4207,2012-01-25,Canada,45.473251707372455,-73.59438729085113,2.0,1.0,1.0,2.0,23.0,35.0,1.0,10.0,1.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1
4209,2013-12-28,Canada,45.459280760714506,-73.58047626753266,8.0,2.0,4.0,5.0,130.0,95.0,2.0,50.0,2.0,20.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,12
4212,2012-09-17,Canada,45.477812966598016,-73.59138804852495,2.0,1.0,1.0,1.0,66.0,30.0,1.0,0.0,5.0,1125.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9
4214,2012-11-05,Canada,45.482026297285366,-73.56329291909073,3.0,1.0,1.0,1.0,50.0,10.0,2.0,25.0,1.0,1125.0,53.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,11
4215,2011-10-25,Canada,45.547519006638105,-73.57402910953299,3.0,1.0,2.0,2.0,60.0,0.0,1.0,0.0,2.0,30.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,10
4216,2015-06-14,Canada,45.536962824827846,-73.59681717049165,1.0,1.0,1.0,1.0,23.0,0.0,1.0,0.0,1.0,1125.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,6
4220,2011-01-22,Canada,45.52741306913206,-73.57940708178056,6.0,1.0,3.0,3.0,97.0,0.0,4.0,25.0,1.0,30.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,1
4221,2013-02-26,Canada,45.52913817027846,-73.56987421822284,2.0,1.0,1.0,1.0,70.0,0.0,1.0,20.0,1.0,1125.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2
4222,2011-10-30,Canada,45.52217513181724,-73.58362591676716,6.0,1.5,2.0,3.0,250.0,0.0,4.0,15.0,5.0,1125.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,10
4223,2014-03-02,Canada,45.51498101482743,-73.57050099052744,2.0,1.0,1.0,1.0,50.0,0.0,1.0,0.0,1.0,1125.0,33.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6,3
4225,2013-07-01,Canada,45.48234971234714,-73.6384078080022,2.0,1.0,1.0,1.0,78.0,35.0,1.0,25.0,3.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,7
4228,2016-04-24,Canada,45.48058403774594,-73.58039646691878,2.0,1.5,1.0,2.0,20.0,0.0,1.0,0.0,1.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,4
4230,2014-04-23,Canada,45.45123928697196,-73.59163308446757,1.0,2.0,1.0,1.0,35.0,0.0,1.0,0.0,1.0,120.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,4
4231,2015-07-05,Canada,45.47429878182242,-73.59025375513329,2.0,1.0,1.0,1.0,39.0,0.0,1.0,19.0,1.0,150.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,7
4232,2013-03-19,Canada,45.4899021511467,-73.56782409539065,1.0,1.0,1.0,1.0,45.0,0.0,1.0,0.0,1.0,1125.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3
4234,2013-04-27,Canada,45.48550727933915,-73.57742682882163,4.0,1.0,2.0,2.0,125.0,100.0,4.0,0.0,3.0,1125.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,4
4235,2014-02-17,Canada,45.459802243183496,-73.5920313912217,7.0,1.0,3.0,4.0,150.0,20.0,4.0,25.0,3.0,1125.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,2
4236,2013-09-20,Canada,45.497557413514166,-73.56092769795305,2.0,1.0,0.0,1.0,120.0,0.0,1.0,0.0,2.0,1125.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,9
4237,2012-07-26,Canada,45.47368341131804,-73.58412428512098,2.0,1.0,1.0,1.0,45.0,0.0,1.0,0.0,3.0,1125.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,7
4238,2013-08-25,Canada,45.45904312942476,-73.5885541500836,5.0,1.0,2.0,2.0,85.0,25.0,2.0,9.0,5.0,1125.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,8
4239,2015-05-30,Canada,45.48176506666168,-73.56563227295787,2.0,1.0,1.0,2.0,41.0,0.0,1.0,10.0,2.0,1125.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5,5
4240,2012-10-01,Canada,45.47935762289029,-73.58365339963157,2.0,1.0,1.0,1.0,46.0,30.0,1.0,12.0,2.0,14.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10
4243,2015-10-13,Canada,45.51276057249355,-73.57038695654117,2.0,1.0,1.0,1.0,31.0,13.0,1.0,13.0,2.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,10
4244,2010-08-08,Canada,45.52639325271539,-73.60264369312661,3.0,1.0,1.0,1.0,80.0,15.0,2.0,10.0,3.0,1125.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6,8
4245,2015-03-14,Canada,45.53263157892123,-73.57962828002564,2.0,1.0,0.0,1.0,60.0,0.0,0.0,0.0,1.0,1125.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,3
4246,2013-05-09,Canada,45.52807915607169,-73.57569100644197,2.0,1.0,0.0,1.0,80.0,50.0,1.0,10.0,1.0,1125.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,5
4248,2015-06-03,Canada,45.520278279320166,-73.5683404156044,2.0,1.0,1.0,2.0,80.0,45.0,0.0,0.0,3.0,1125.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,6
4250,2012-08-05,Canada,45.52026251114137,-73.59769929058372,4.0,1.0,1.0,1.0,161.0,60.0,2.0,20.0,3.0,180.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,8
4251,2015-07-18,Canada,45.521676867494136,-73.57043371193699,4.0,2.0,1.0,2.0,88.0,20.0,1.0,0.0,7.0,30.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,7
4253,2015-08-13,Canada,45.50773350718085,-73.57345790360804,4.0,1.0,1.0,2.0,70.0,0.0,1.0,10.0,2.0,1125.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,8
4254,2014-06-16,Canada,45.536041790460246,-73.57912897512311,4.0,1.0,1.0,2.0,70.0,60.0,2.0,15.0,2.0,1125.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6
4255,2014-10-14,Canada,45.52950959880897,-73.57792807019912,6.0,1.0,1.0,6.0,23.0,32.0,1.0,32.0,1.0,15.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,10
